id,name,now_cost,position,team,ict_index_rank_type,creativity_rank,penalties_order,clean_sheets,transfers_out,minutes,value_form,expected_goal_involvements_per_90,corners_and_indirect_freekicks_order,transfers_in_event,assists,expected_assists_per_90,form,selected_by_percent,direct_freekicks_order,goals_scored,starts,event_points,points_per_game_rank,starts_per_90,expected_goals,news_added,ep_this,value_season,points_per_game,red_cards,transfers_in,transfers_out_event,goals_conceded_per_90,clean_sheets_per_90,in_dreamteam,selected_rank_type,chance_of_playing_this_round,news,saves_per_90,expected_goals_per_90,form_rank,form_rank_type,ep_next,now_cost_rank,points_per_game_rank_type,dreamteam_count,expected_goal_involvements,selected_rank,web_name,chance_of_playing_next_round,threat_rank_type,goals_conceded,saves,now_cost_rank_type,threat_rank,influence_rank,bps,status,expected_assists,expected_goals_conceded,total_points,ict_index_rank,influence_rank_type,creativity_rank_type,expected_goals_conceded_per_90
259,Dwight McNeil,55,MID,Everton,220,552,,0,180,0,0.0,0.0,1.0,1,0,0.0,0.0,0.1,2.0,0,0,0,557,0.0,0.00,2023-08-06T23:30:05.728528Z,0.0,0.0,0.0,0,1,180,0.0,0.0,False,145,0.0,Ankle injury - Unknown return date,0.0,0.0,557,222,0.0,136,222,0,0.00,430,McNeil,0.0,220,0,0,88,552,552,0,i,0.00,0.00,0,552,220,220,0.0
260,Vitalii Mykolenko,45,DEF,Everton,149,235,,0,21,0,0.0,0.0,,16,0,0.0,0.0,0.2,,0,0,0,262,0.0,0.00,,2.0,0.0,0.0,0,16,21,0.0,0.0,False,116,,,0.0,0.0,262,156,2.0,431,156,0,0.00,308,Mykolenko,,149,0,0,120,235,235,0,a,0.00,0.00,0,235,149,149,0.0
261,Amadou Onana,50,MID,Everton,168,477,,0,72,0,0.0,0.0,,62,0,0.0,0.0,0.3,,0,0,0,488,0.0,0.00,,1.6,0.0,0.0,0,62,72,0.0,0.0,False,87,,,0.0,0.0,488,174,1.6,285,174,0,0.00,296,Onana,,168,0,0,184,477,477,0,a,0.00,0.00,0,477,168,168,0.0
262,Nathan Patterson,45,DEF,Everton,160,256,,0,39,0,0.0,0.0,,7,0,0.0,0.0,0.2,,0,0,0,283,0.0,0.00,,2.0,0.0,0.0,0,7,39,0.0,0.0,False,121,,,0.0,0.0,283,167,2.0,452,167,0,0.00,324,Patterson,,160,0,0,131,256,256,0,a,0.00,0.00,0,256,160,160,0.0
263,Jordan Pickford,45,GKP,Everton,54,152,,0,834,0,0.0,0.0,,1291,0,0.0,0.0,16.0,,0,0,0,181,0.0,0.00,,2.3,0.0,0.0,0,1291,834,0.0,0.0,False,4,,,0.0,0.0,181,56,2.3,348,56,0,0.00,25,Pickford,,54,0,0,21,152,152,0,a,0.00,0.00,0,152,54,54,0.0
264,Ellis Simms,45,FWD,Everton,6,221,,0,34,0,0.0,0.0,,0,0,0.0,0.0,0.1,,0,0,0,248,0.0,0.00,2023-07-11T08:42:12.779256Z,0.0,0.0,0.0,0,0,34,0.0,0.0,False,73,0.0,Transferred to Coventry City,0.0,0.0,248,10,0.0,417,10,0,0.00,510,Simms,0.0,6,0,0,67,221,221,0,u,0.00,0.00,0,221,6,6,0.0
265,James Tarkowski,45,DEF,Everton,65,109,,0,128,0,0.0,0.0,,98,0,0.0,0.0,2.2,,0,0,0,138,0.0,0.00,2023-08-06T23:30:05.744451Z,2.0,0.0,0.0,0,98,128,0.0,0.0,False,39,100.0,,0.0,0.0,138,74,2.0,305,74,0,0.00,119,Tarkowski,100.0,65,0,0,36,109,109,0,a,0.00,0.00,0,109,65,65,0.0
266,João Neves Virgínia,40,GKP,Everton,33,61,,0,25,0,0.0,0.0,,40,0,0.0,0.0,0.6,,0,0,0,92,0.0,0.00,,1.0,0.0,0.0,0,40,25,0.0,0.0,False,32,,,0.0,0.0,92,35,1.0,597,35,0,0.00,209,J.Virginia,,33,0,0,62,61,61,0,a,0.00,0.00,0,61,33,33,0.0
579,Andy Lonergan,40,GKP,Everton,1,1,,0,12,0,0.0,0.0,,65,0,0.0,0.0,0.1,,0,0,0,32,0.0,0.00,,1.0,0.0,0.0,0,65,12,0.0,0.0,False,65,,,0.0,0.0,32,3,1.0,537,3,0,0.00,475,Lonergan,,1,0,0,30,1,1,0,a,0.00,0.00,0,1,1,1,0.0
588,Ashley Young,45,DEF,Everton,66,110,,0,63,0,0.0,0.0,2.0,30,0,0.0,0.0,0.7,,0,0,0,139,0.0,0.00,,2.0,0.0,0.0,0,30,63,0.0,0.0,False,69,,,0.0,0.0,139,75,2.0,306,75,0,0.00,198,Young,,66,0,0,37,110,110,0,a,0.00,0.00,0,110,66,66,0.0
601,Arnaut Danjuma Groeneveld,55,MID,Everton,211,541,,0,114,0,0.0,0.0,,34,0,0.0,0.0,0.2,,0,0,0,547,0.0,0.00,2023-08-06T23:30:06.216908Z,1.5,0.0,0.0,0,34,114,0.0,0.0,False,123,75.0,Knock - 75% chance of playing,0.0,0.0,547,214,1.5,125,214,0,0.00,384,Danjuma,75.0,211,0,0,79,541,541,0,d,0.00,0.00,0,541,211,211,0.0
624,Lewis Dobbin,45,MID,Everton,42,289,,0,3,0,0.0,0.0,,16,0,0.0,0.0,0.0,,0,0,0,313,0.0,0.00,,1.0,0.0,0.0,0,16,3,0.0,0.0,False,237,,,0.0,0.0,313,55,1.0,485,55,0,0.00,591,Dobbin,,42,0,0,239,289,289,0,a,0.00,0.00,0,289,42,42,0.0
645,Youssef Ramalho Chermiti,50,FWD,Everton,39,484,,0,12,0,0.0,0.0,,86,0,0.0,0.0,0.0,,0,0,0,493,0.0,0.00,,1.4,0.0,0.0,0,86,12,0.0,0.0,False,76,,,0.0,0.0,493,42,1.4,292,42,0,0.00,527,Y. Chermiti,,39,0,0,59,484,484,0,a,0.00,0.00,0,484,39,39,0.0
267,Andreas Hoelgebaum Pereira,55,MID,Fulham,195,518,2.0,0,765,0,0.0,0.0,1.0,26,0,0.0,0.0,1.1,1.0,0,0,0,525,0.0,0.00,2023-08-10T15:00:05.473240Z,1.5,0.0,0.0,0,26,765,0.0,0.0,False,52,75.0,Knock - 75% chance of playing,0.0,0.0,525,199,1.5,102,199,0,0.00,158,Andreas,75.0,195,0,0,63,518,518,0,d,0.00,0.00,0,518,195,195,0.0
268,Tom Cairney,50,MID,Fulham,88,358,,0,18,0,0.0,0.0,,1,0,0.0,0.0,0.0,,0,0,0,380,0.0,0.00,2023-08-06T23:30:05.762284Z,1.2,0.0,0.0,0,1,18,0.0,0.0,False,250,75.0,Muscle injury - 75% chance of playing,0.0,0.0,380,101,1.2,166,101,0,0.00,612,Cairney,75.0,88,0,0,104,358,358,0,d,0.00,0.00,0,358,88,88,0.0
269,Ivan Neves Abreu Cavaleiro,50,MID,Fulham,118,400,,0,64,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,418,0.0,0.00,2023-08-11T10:50:27.703881Z,0.0,0.0,0.0,0,0,64,0.0,0.0,False,245,0.0,Permanent transfer to Lille,0.0,0.0,418,129,0.0,208,129,0,0.00,605,I.Cavaleiro,0.0,118,0,0,134,400,400,0,u,0.00,0.00,0,400,118,118,0.0
270,Bobby De Cordova-Reid,55,MID,Fulham,186,502,,0,25,0,0.0,0.0,,10,0,0.0,0.0,0.1,,0,0,0,510,0.0,0.00,,2.1,0.0,0.0,0,10,25,0.0,0.0,False,153,,,0.0,0.0,510,190,2.1,86,190,0,0.00,443,De Cordova-Reid,,186,0,0,54,502,502,0,a,0.00,0.00,0,502,186,186,0.0
271,Issa Diop,45,DEF,Fulham,139,222,,0,28,0,0.0,0.0,,17,0,0.0,0.0,0.2,,0,0,0,249,0.0,0.00,,2.0,0.0,0.0,0,17,28,0.0,0.0,False,129,,,0.0,0.0,249,146,2.0,418,146,0,0.00,342,Diop,,139,0,0,110,222,222,0,a,0.00,0.00,0,222,139,139,0.0
272,Tyrese Francois,45,MID,Fulham,36,272,,0,13,0,0.0,0.0,,9,0,0.0,0.0,0.0,,0,0,0,297,0.0,0.00,,1.0,0.0,0.0,0,9,13,0.0,0.0,False,210,,,0.0,0.0,297,49,1.0,468,49,0,0.00,551,Francois,,36,0,0,233,272,272,0,a,0.00,0.00,0,272,36,36,0.0
273,Anthony Knockaert,45,MID,Fulham,4,137,,0,36,0,0.0,0.0,,45,0,0.0,0.0,0.1,,0,0,0,166,0.0,0.00,,1.0,0.0,0.0,0,45,36,0.0,0.0,False,144,,,0.0,0.0,166,18,1.0,333,18,0,0.00,429,Knockaert,,4,0,0,201,137,137,0,a,0.00,0.00,0,137,4,4,0.0
274,Terence Kongolo,40,DEF,Fulham,10,25,,0,40,0,0.0,0.0,,26,0,0.0,0.0,0.2,,0,0,0,56,0.0,0.00,,1.0,0.0,0.0,0,26,40,0.0,0.0,False,148,,,0.0,0.0,56,21,1.0,561,21,0,0.00,385,Kongolo,,10,0,0,161,25,25,0,a,0.00,0.00,0,25,10,10,0.0
275,Bernd Leno,45,GKP,Fulham,51,130,,0,436,0,0.0,0.0,,373,0,0.0,0.0,7.2,,0,0,0,159,0.0,0.00,,2.3,0.0,0.0,0,373,436,0.0,0.0,False,10,,,0.0,0.0,159,53,2.3,326,53,0,0.00,49,Leno,,51,0,0,18,130,130,0,a,0.00,0.00,0,130,51,51,0.0
276,Saša Lukić,45,MID,Fulham,17,211,,0,59,0,0.0,0.0,,45,0,0.0,0.0,0.3,,0,0,0,239,0.0,0.00,,1.0,0.0,0.0,0,45,59,0.0,0.0,False,81,,,0.0,0.0,239,31,1.0,407,31,0,0.00,265,Lukić,,17,0,0,214,211,211,0,a,0.00,0.00,0,211,17,17,0.0
277,Kevin Mbabu,40,DEF,Fulham,13,31,,0,93,0,0.0,0.0,,102,0,0.0,0.0,0.6,,0,0,0,62,0.0,0.00,,1.0,0.0,0.0,0,102,93,0.0,0.0,False,73,,,0.0,0.0,62,24,1.0,567,24,0,0.00,211,Mbabu,,13,0,0,164,31,31,0,a,0.00,0.00,0,31,13,13,0.0
278,Aleksandar Mitrović,75,FWD,Fulham,72,620,1.0,0,1286,0,0.0,0.0,,1230,0,0.0,0.0,4.6,,0,0,0,622,0.0,0.00,,2.4,0.0,0.0,0,1230,1286,0.0,0.0,False,14,,,0.0,0.0,622,73,2.4,19,73,0,0.00,76,Mitrović,,72,0,0,7,620,620,0,a,0.00,0.00,0,620,72,72,0.0
279,Rodrigo Muniz Carvalho,45,FWD,Fulham,10,257,,0,108,0,0.0,0.0,,151,0,0.0,0.0,0.5,,0,0,0,284,0.0,0.00,,1.0,0.0,0.0,0,151,108,0.0,0.0,False,42,,,0.0,0.0,284,14,1.0,453,14,0,0.00,224,Muniz,,10,0,0,71,257,257,0,a,0.00,0.00,0,257,10,10,0.0
280,João Palhinha Gonçalves,50,MID,Fulham,113,394,,0,310,0,0.0,0.0,,14,0,0.0,0.0,0.2,,0,0,0,412,0.0,0.00,2023-08-06T23:30:05.777889Z,0.0,0.0,0.0,0,14,310,0.0,0.0,False,111,0.0,Shoulder injury - Expected back 19 Aug,0.0,0.0,412,124,0.0,202,124,0,0.00,357,J.Palhinha,0.0,113,0,0,129,394,394,0,i,0.00,0.00,0,394,113,113,0.0
281,Tim Ream,45,DEF,Fulham,80,134,,0,49,0,0.0,0.0,,18,0,0.0,0.0,0.5,,0,0,0,163,0.0,0.00,,2.0,0.0,0.0,0,18,49,0.0,0.0,False,82,,,0.0,0.0,163,89,2.0,330,89,0,0.00,233,Ream,,80,0,0,51,134,134,0,a,0.00,0.00,0,134,80,80,0.0
282,Harrison Reed,50,MID,Fulham,112,393,,0,178,0,0.0,0.0,,28,0,0.0,0.0,1.1,,0,0,0,411,0.0,0.00,,1.6,0.0,0.0,0,28,178,0.0,0.0,False,55,,,0.0,0.0,411,123,1.6,201,123,0,0.00,165,Reed,,112,0,0,128,393,393,0,a,0.00,0.00,0,393,112,112,0.0
283,Antonee Robinson,45,DEF,Fulham,110,179,,0,65,0,0.0,0.0,,25,0,0.0,0.0,0.6,,0,0,0,208,0.0,0.00,,2.0,0.0,0.0,0,25,65,0.0,0.0,False,70,,,0.0,0.0,208,119,2.0,375,119,0,0.00,206,Robinson,,110,0,0,81,179,179,0,a,0.00,0.00,0,179,110,110,0.0
284,Marek Rodák,40,GKP,Fulham,23,37,,0,24,0,0.0,0.0,,66,0,0.0,0.0,0.5,,0,0,0,68,0.0,0.00,,1.0,0.0,0.0,0,66,24,0.0,0.0,False,36,,,0.0,0.0,68,25,1.0,573,25,0,0.00,235,Rodák,,23,0,0,52,37,37,0,a,0.00,0.00,0,37,23,23,0.0
285,Kenny Tete,45,DEF,Fulham,107,175,,0,73,0,0.0,0.0,,27,0,0.0,0.0,0.6,,0,0,0,204,0.0,0.00,,2.0,0.0,0.0,0,27,73,0.0,0.0,False,71,,,0.0,0.0,204,116,2.0,371,116,0,0.00,207,Tete,,107,0,0,78,175,175,0,a,0.00,0.00,0,175,107,107,0.0
286,Tosin Adarabioyo,45,DEF,Fulham,92,150,,0,23,0,0.0,0.0,,2,0,0.0,0.0,0.1,,0,0,0,179,0.0,0.00,,2.0,0.0,0.0,0,2,23,0.0,0.0,False,169,,,0.0,0.0,179,101,2.0,346,101,0,0.00,451,Tosin,,92,0,0,63,150,150,0,a,0.00,0.00,0,150,92,92,0.0
287,Carlos Vinícius Alves Morais,50,FWD,Fulham,34,458,,0,733,0,0.0,0.0,,688,0,0.0,0.0,4.5,,0,0,0,470,0.0,0.00,,1.4,0.0,0.0,0,688,733,0.0,0.0,False,15,,,0.0,0.0,470,38,1.4,266,38,0,0.00,78,Vinícius,,34,0,0,54,458,458,0,a,0.00,0.00,0,458,34,34,0.0
288,Harry Wilson,55,MID,Fulham,194,517,3.0,0,46,0,0.0,0.0,3.0,28,0,0.0,0.0,0.2,,0,0,0,524,0.0,0.00,,2.1,0.0,0.0,0,28,46,0.0,0.0,False,108,,,0.0,0.0,524,198,2.1,101,198,0,0.00,348,Wilson,,194,0,0,62,517,517,0,a,0.00,0.00,0,517,194,194,0.0
558,Raúl Jiménez,55,FWD,Fulham,43,505,,0,244,0,0.0,0.0,,391,0,0.0,0.0,1.3,,0,0,0,513,0.0,0.00,,1.8,0.0,0.0,0,391,244,0.0,0.0,False,29,,,0.0,0.0,513,46,1.8,89,46,0,0.00,145,Raúl,,43,0,0,28,505,505,0,a,0.00,0.00,0,505,43,43,0.0
591,Willian Borges da Silva,55,MID,Fulham,182,498,,0,130,0,0.0,0.0,,79,0,0.0,0.0,0.7,,0,0,0,506,0.0,0.00,,2.1,0.0,0.0,0,79,130,0.0,0.0,False,64,,,0.0,0.0,506,186,2.1,82,186,0,0.00,201,Willian,,182,0,0,50,498,498,0,a,0.00,0.00,0,498,182,182,0.0
610,Calvin Bassey,45,DEF,Fulham,154,243,,0,53,0,0.0,0.0,,86,0,0.0,0.0,0.4,,0,0,0,270,0.0,0.00,,2.0,0.0,0.0,0,86,53,0.0,0.0,False,91,,,0.0,0.0,270,161,2.0,439,161,0,0.00,255,Bassey,,154,0,0,125,243,243,0,a,0.00,0.00,0,243,154,154,0.0
625,Luc De Fougerolles,40,DEF,Fulham,64,108,,0,17,0,0.0,0.0,,7,0,0.0,0.0,0.0,,0,0,0,137,0.0,0.00,,1.0,0.0,0.0,0,7,17,0.0,0.0,False,198,,,0.0,0.0,137,73,1.0,644,73,0,0.00,547,De Fougerolles,,64,0,0,215,108,108,0,a,0.00,0.00,0,108,64,64,0.0
289,Adrián San Miguel del Castillo,40,GKP,Liverpool,8,11,,0,43,0,0.0,0.0,,148,0,0.0,0.0,0.3,,0,0,0,42,0.0,0.00,,1.5,0.0,0.0,0,148,43,0.0,0.0,False,41,,,0.0,0.0,42,10,1.5,547,10,0,0.00,259,Adrián,,8,0,0,37,11,11,0,a,0.00,0.00,0,11,8,8,0.0
290,Trent Alexander-Arnold,80,DEF,Liverpool,215,631,,0,1151,0,0.0,0.0,1.0,2226,0,0.0,0.0,18.8,1.0,0,0,0,632,0.0,0.00,,4.5,0.0,0.0,0,2226,1151,0.0,0.0,False,7,,,0.0,0.0,632,215,4.5,12,215,0,0.00,18,Alexander-Arnold,,215,0,0,1,631,631,0,a,0.00,0.00,0,631,215,215,0.0
291,Alisson Ramses Becker,55,GKP,Liverpool,72,507,,0,1255,0,0.0,0.0,,1257,0,0.0,0.0,9.0,,0,0,0,515,0.0,0.00,,4.5,0.0,0.0,0,1257,1255,0.0,0.0,False,8,,,0.0,0.0,515,73,4.5,91,73,0,0.00,42,Alisson,,72,0,0,2,507,507,0,a,0.00,0.00,0,507,72,72,0.0
292,Stefan Bajcetic,50,MID,Liverpool,179,494,,0,30,0,0.0,0.0,,43,0,0.0,0.0,0.1,,0,0,0,502,0.0,0.00,,2.1,0.0,0.0,0,43,30,0.0,0.0,False,174,,,0.0,0.0,502,183,2.1,302,183,0,0.00,494,Bajcetic,,179,0,0,195,494,494,0,a,0.00,0.00,0,494,179,179,0.0
293,Darwin Núñez Ribeiro,75,FWD,Liverpool,76,628,,0,2031,0,0.0,0.0,,6166,0,0.0,0.0,14.4,,0,0,0,629,0.0,0.00,,2.9,0.0,0.0,0,6166,2031,0.0,0.0,False,6,,,0.0,0.0,629,77,2.9,27,77,0,0.00,30,Darwin,,76,0,0,11,628,628,0,a,0.00,0.00,0,628,76,76,0.0
294,Diogo Teixeira da Silva,80,MID,Liverpool,266,633,,0,353,0,0.0,0.0,,573,0,0.0,0.0,3.0,,0,0,0,634,0.0,0.00,,3.2,0.0,0.0,0,573,353,0.0,0.0,False,38,,,0.0,0.0,634,266,3.2,14,266,0,0.00,104,Diogo J.,,266,0,0,8,633,633,0,a,0.00,0.00,0,633,266,266,0.0
295,Harvey Elliott,50,MID,Liverpool,164,472,,0,103,0,0.0,0.0,,90,0,0.0,0.0,0.2,,0,0,0,483,0.0,0.00,,2.1,0.0,0.0,0,90,103,0.0,0.0,False,89,,,0.0,0.0,483,170,2.1,280,170,0,0.00,305,Elliott,,164,0,0,180,472,472,0,a,0.00,0.00,0,472,164,164,0.0
296,Fabio Henrique Tavares,50,MID,Liverpool,107,383,,0,72,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,403,0.0,0.00,2023-08-01T09:50:49.848998Z,0.0,0.0,0.0,0,0,72,0.0,0.0,False,235,0.0,Permanent Transfer to Al-Ittihad,0.0,0.0,403,118,0.0,191,118,0,0.00,588,Fabinho,0.0,107,0,0,123,383,383,0,u,0.00,0.00,0,383,107,107,0.0
297,Cody Gakpo,75,FWD,Liverpool,75,626,,0,1264,0,0.0,0.0,,2398,0,0.0,0.0,6.6,,0,0,0,627,0.0,0.00,,2.9,0.0,0.0,0,2398,1264,0.0,0.0,False,10,,,0.0,0.0,627,76,2.9,25,76,0,0.00,56,Gakpo,,75,0,0,10,626,626,0,a,0.00,0.00,0,626,75,75,0.0
298,Joe Gomez,45,DEF,Liverpool,111,180,,0,99,0,0.0,0.0,,100,0,0.0,0.0,0.3,,0,0,0,209,0.0,0.00,,2.5,0.0,0.0,0,100,99,0.0,0.0,False,96,,,0.0,0.0,209,120,2.5,376,120,0,0.00,264,Gomez,,111,0,0,82,180,180,0,a,0.00,0.00,0,180,111,111,0.0
299,Jordan Henderson,50,MID,Liverpool,85,352,,0,47,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,375,0.0,0.00,2023-07-28T08:28:45.116062Z,0.0,0.0,0.0,0,0,47,0.0,0.0,False,244,0.0,Permanent transfer to Al-Ettifaq,0.0,0.0,375,98,0.0,160,98,0,0.00,604,Henderson,0.0,85,0,0,101,352,352,0,u,0.00,0.00,0,352,85,85,0.0
300,Curtis Jones,50,MID,Liverpool,138,428,,0,55,0,0.0,0.0,,33,0,0.0,0.0,0.1,,0,0,0,443,0.0,0.00,,2.1,0.0,0.0,0,33,55,0.0,0.0,False,128,,,0.0,0.0,443,146,2.1,236,146,0,0.00,397,Jones,,138,0,0,154,428,428,0,a,0.00,0.00,0,428,138,138,0.0
301,Caoimhin Kelleher,40,GKP,Liverpool,27,50,,0,54,0,0.0,0.0,,75,0,0.0,0.0,0.3,,0,0,0,81,0.0,0.00,,1.5,0.0,0.0,0,75,54,0.0,0.0,False,42,,,0.0,0.0,81,29,1.5,586,29,0,0.00,262,Kelleher,,27,0,0,56,50,50,0,a,0.00,0.00,0,50,27,27,0.0
302,Ibrahima Konaté,50,DEF,Liverpool,194,425,,0,434,0,0.0,0.0,,680,0,0.0,0.0,1.4,,0,0,0,440,0.0,0.00,,2.8,0.0,0.0,0,680,434,0.0,0.0,False,49,,,0.0,0.0,440,196,2.8,233,196,0,0.00,140,Konaté,,194,0,0,25,425,425,0,a,0.00,0.00,0,425,194,194,0.0
303,Luis Díaz,75,MID,Liverpool,265,627,,0,770,0,0.0,0.0,,1354,0,0.0,0.0,5.6,,0,0,0,628,0.0,0.00,,3.1,0.0,0.0,0,1354,770,0.0,0.0,False,20,,,0.0,0.0,628,265,3.1,26,265,0,0.00,66,Luis Díaz,,265,0,0,15,627,627,0,a,0.00,0.00,0,627,265,265,0.0
304,Alexis Mac Allister,60,MID,Liverpool,239,586,,0,2077,0,0.0,0.0,,1997,0,0.0,0.0,12.4,,0,0,0,590,0.0,0.00,,2.7,0.0,0.0,0,1997,2077,0.0,0.0,False,10,,,0.0,0.0,590,241,2.7,78,241,0,0.00,35,Mac Allister,,239,0,0,48,586,586,0,a,0.00,0.00,0,586,239,239,0.0
305,Joel Matip,50,DEF,Liverpool,185,356,,0,92,0,0.0,0.0,,78,0,0.0,0.0,0.3,,0,0,0,378,0.0,0.00,,2.8,0.0,0.0,0,78,92,0.0,0.0,False,108,,,0.0,0.0,378,189,2.8,164,189,0,0.00,289,Matip,,185,0,0,16,356,356,0,a,0.00,0.00,0,356,185,185,0.0
306,Nathaniel Phillips,40,DEF,Liverpool,21,47,,0,74,0,0.0,0.0,,77,0,0.0,0.0,0.3,,0,0,0,78,0.0,0.00,,1.5,0.0,0.0,0,77,74,0.0,0.0,False,109,,,0.0,0.0,78,32,1.5,583,32,0,0.00,294,Phillips,,21,0,0,172,47,47,0,a,0.00,0.00,0,47,21,21,0.0
307,Andrew Robertson,65,DEF,Liverpool,214,593,,0,502,0,0.0,0.0,2.0,932,0,0.0,0.0,3.7,,0,0,0,597,0.0,0.00,,3.6,0.0,0.0,0,932,502,0.0,0.0,False,29,,,0.0,0.0,597,214,3.6,44,214,0,0.00,88,Robertson,,214,0,0,3,593,593,0,a,0.00,0.00,0,593,214,214,0.0
308,Mohamed Salah,125,MID,Liverpool,274,643,2.0,0,1012,0,0.0,0.0,,5186,0,0.0,0.0,27.9,2.0,0,0,0,643,0.0,0.00,,4.5,0.0,0.0,0,5186,1012,0.0,0.0,False,4,,,0.0,0.0,643,273,4.5,3,273,0,0.00,10,Salah,,274,0,0,1,643,643,0,a,0.00,0.00,0,643,274,274,0.0
309,Dominik Szoboszlai,70,MID,Liverpool,257,613,,0,1020,0,0.0,0.0,3.0,741,0,0.0,0.0,3.9,,0,0,0,615,0.0,0.00,,3.0,0.0,0.0,0,741,1020,0.0,0.0,False,29,,,0.0,0.0,615,258,3.0,35,258,0,0.00,84,Szoboszlai,,257,0,0,22,613,613,0,a,0.00,0.00,0,613,257,257,0.0
310,Thiago Alcántara do Nascimento,50,MID,Liverpool,87,357,,0,160,0,0.0,0.0,,88,0,0.0,0.0,0.3,,0,0,0,379,0.0,0.00,,2.1,0.0,0.0,0,88,160,0.0,0.0,False,86,,,0.0,0.0,379,100,2.1,165,100,0,0.00,295,Thiago,,87,0,0,103,357,357,0,a,0.00,0.00,0,357,87,87,0.0
311,Konstantinos Tsimikas,45,DEF,Liverpool,135,213,,0,40,0,0.0,0.0,4.0,20,0,0.0,0.0,0.1,,0,0,0,241,0.0,0.00,,2.5,0.0,0.0,0,20,40,0.0,0.0,False,155,,,0.0,0.0,241,143,2.5,409,143,0,0.00,406,Tsimikas,,135,0,0,106,213,213,0,a,0.00,0.00,0,213,135,135,0.0
312,Sepp van den Berg,40,DEF,Liverpool,48,86,,0,82,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,116,0.0,0.00,2023-07-17T06:21:35.145355Z,0.0,0.0,0.0,0,0,82,0.0,0.0,False,191,0.0,Season long loan to Mainz 05,0.0,0.0,116,58,0.0,622,58,0,0.00,519,Van den Berg,0.0,48,0,0,199,86,86,0,u,0.00,0.00,0,86,48,48,0.0
313,Virgil van Dijk,60,DEF,Liverpool,211,571,,0,1190,0,0.0,0.0,,2709,0,0.0,0.0,9.3,,0,0,0,575,0.0,0.00,,3.4,0.0,0.0,0,2709,1190,0.0,0.0,False,15,,,0.0,0.0,575,211,3.4,63,211,0,0.00,41,Virgil,,211,0,0,4,571,571,0,a,0.00,0.00,0,571,211,211,0.0
626,Jarell Quansah,40,DEF,Liverpool,45,83,,0,13,0,0.0,0.0,,17,0,0.0,0.0,0.0,,0,0,0,113,0.0,0.00,,1.5,0.0,0.0,0,17,13,0.0,0.0,False,201,,,0.0,0.0,113,55,1.5,619,55,0,0.00,556,Quansah,,45,0,0,196,83,83,0,a,0.00,0.00,0,83,45,45,0.0
627,Bobby Clark,45,MID,Liverpool,61,320,,0,2,0,0.0,0.0,,12,0,0.0,0.0,0.0,,0,0,0,343,0.0,0.00,,1.5,0.0,0.0,0,12,2,0.0,0.0,False,249,,,0.0,0.0,343,74,1.5,516,74,0,0.00,610,Clark,,61,0,0,258,320,320,0,a,0.00,0.00,0,320,61,61,0.0
628,Ben Doak,45,MID,Liverpool,63,322,,0,12,0,0.0,0.0,,38,0,0.0,0.0,0.0,,0,0,0,345,0.0,0.00,,1.5,0.0,0.0,0,38,12,0.0,0.0,False,193,,,0.0,0.0,345,76,1.5,518,76,0,0.00,523,Doak,,63,0,0,260,322,322,0,a,0.00,0.00,0,322,63,63,0.0
629,James McConnell,45,MID,Liverpool,60,319,,0,8,0,0.0,0.0,,15,0,0.0,0.0,0.0,,0,0,0,342,0.0,0.00,,1.5,0.0,0.0,0,15,8,0.0,0.0,False,257,,,0.0,0.0,342,73,1.5,515,73,0,0.00,620,McConnell,,60,0,0,257,319,319,0,a,0.00,0.00,0,319,60,60,0.0
52,Marvelous Nakamba,45,MID,Luton,15,190,,0,211,0,0.0,0.0,,213,0,0.0,0.0,1.4,,0,0,0,219,0.0,0.00,,0.5,0.0,0.0,0,213,211,0.0,0.0,False,48,,,0.0,0.0,219,29,0.0,386,29,0,0.00,141,Nakamba,,15,0,0,212,190,190,0,a,0.00,0.00,0,190,15,15,0.0
314,Elijah Adebayo,50,FWD,Luton,25,407,2.0,0,255,0,0.0,0.0,,272,0,0.0,0.0,1.2,,0,0,0,423,0.0,0.00,,0.9,0.0,0.0,0,272,255,0.0,0.0,False,32,,,0.0,0.0,423,29,0.0,215,29,0,0.00,153,Adebayo,,25,0,0,45,407,407,0,a,0.00,0.00,0,407,25,25,0.0
315,Mads Juel Andersen,40,DEF,Luton,25,53,,0,93,0,0.0,0.0,,66,0,0.0,0.0,0.8,,0,0,0,84,0.0,0.00,,0.5,0.0,0.0,0,66,93,0.0,0.0,False,67,,,0.0,0.0,84,36,0.0,589,36,0,0.00,190,Andersen,,25,0,0,176,53,53,0,a,0.00,0.00,0,53,25,25,0.0
316,Amari'i Bell,40,DEF,Luton,16,40,,0,804,0,0.0,0.0,,355,0,0.0,0.0,9.5,,0,0,0,71,0.0,0.00,,0.5,0.0,0.0,0,355,804,0.0,0.0,False,14,,,0.0,0.0,71,27,0.0,576,27,0,0.00,40,Bell,,16,0,0,167,40,40,0,a,0.00,0.00,0,40,16,16,0.0
